adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,https://image.tmdb.org/t/p/original/bQS43HSLZzMjZkcHJz4fGc7fNdz.jpg,"[878, 10749, 35]",792307,en,Poor Things,"Brought back to life by an unorthodox scientist, a young woman runs off with a debauched lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",633.534,https://image.tmdb.org/t/p/original/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,2023-12-07,Poor Things,False,7.851,2713
False,https://image.tmdb.org/t/p/original/hIUs8RzKlrzgbWxn2EpWmiTFqCc.jpg,"[878, 53]",870404,en,Meteor,"After a meteor collides into Earth, a lonely rancher and a lost young girl are on the run from vicious mercenaries.",563.785,https://image.tmdb.org/t/p/original/tVMddOS5bi3YPVPgTPlEw0TOWoF.jpg,2021-09-01,Meteor,False,5.418,85
False,https://image.tmdb.org/t/p/original/oFS0DgInCdvYRwaPkl3BLpmIuq5.jpg,"[28, 80, 18, 9648, 878, 53]",1013240,id,24 Jam Bersama Gaspar,"With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend.",531.803,https://image.tmdb.org/t/p/original/jSG2fEbYUiQLcA1QfMNDjpnFYJa.jpg,2023-10-06,24 Hours with Gaspar,False,7.0,18
False,https://image.tmdb.org/t/p/original/7ZP8HtgOIDaBs12krXgUIygqEsy.jpg,"[878, 28, 14, 12]",601796,ko,외계+인 1부,"In the year 2022, a Robot Guard manages alien prisoners trapped inside human brains. Raising the young girl Ean on Earth, he lives in the guise of a human being. One day, when an alien prisoner escapes, the entire planet is thrown into jeopardy and Guard goes back to the past with Ean to trap the alien there. Meanwhile 630 years earlier during the Goryeo Dynasty, an older Ean is known as ""The Girl Who Shoots Thunder"". While Ean is trying to retrieve the Divine Blade, the key to traveling through time, Muruk, a hapless dosa (Korean tao magician), is aiming to claim the enormous bounty placed on it.",497.153,https://image.tmdb.org/t/p/original/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,2022-07-20,Alienoid,False,7.157,210
False,https://image.tmdb.org/t/p/original/lzWHmYdfeFiMIY4JaMmtR7GEli3.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",457.222,https://image.tmdb.org/t/p/original/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-15,Dune,False,7.79,10955
False,https://image.tmdb.org/t/p/original/xPTefQ4CZpWapxiEsAZsxtidS49.jpg,"[10751, 878]",682075,en,The Adventure of A.R.I.: My Robot Friend,A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.,440.724,https://image.tmdb.org/t/p/original/txcjXiyhBvsSFyZtgCHWW7CyIeN.jpg,2022-01-13,The Adventure of A.R.I.: My Robot Friend,False,7.1,8
False,https://image.tmdb.org/t/p/original/feSiISwgEpVzR1v3zv2n2AU4ANJ.jpg,"[878, 12, 28]",609681,en,The Marvels,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",431.64,https://image.tmdb.org/t/p/original/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,2023-11-08,The Marvels,False,6.2,2094
False,https://image.tmdb.org/t/p/original/6SLyu9ygASsrOqkCpjAwtyG9PWW.jpg,"[10751, 878, 28, 35]",1094556,en,The Thundermans Return,"Twins Phoebe and Max are enjoying their superhero lifestyle, but when one 'save' goes awry, the Thundermans are sent back to Hiddenville. While Hank and Barb enjoy their return, and Billy and Nora look forward to a normal high school life, Max and Phoebe are determined to regain their superhero status.",345.983,https://image.tmdb.org/t/p/original/2J5eeroLDY0d45mVjpuGhcLZs3W.jpg,2024-03-07,The Thundermans Return,False,7.916,77
False,https://image.tmdb.org/t/p/original/loeggqqCjQFFEVEixbO3UJ7df9v.jpg,"[27, 878]",1161663,en,Ghost Project,"Three young programmers come across an abandoned technology meant to detect supernatural presence. They reverse engineer the tech and create an app for their phones which allows them to see ghosts, thus endangering their own lives.",342.923,https://image.tmdb.org/t/p/original/jYBEX4ed6NBeDYbqC5Rd0xVzblO.jpg,2023-08-07,Ghost Project,False,6.304,23
False,https://image.tmdb.org/t/p/original/88jdqvwNV6uJx8Y9V4zvoN30MuY.jpg,"[878, 27, 28]",940721,ja,ゴジラ-1.0,"Postwar Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",297.219,https://image.tmdb.org/t/p/original/uejKzVGqNus4HnqV6nIKQSXAJhp.jpg,2023-11-03,Godzilla Minus One,False,7.855,451
False,https://image.tmdb.org/t/p/original/pWsD91G2R1Da3AKM3ymr3UoIfRb.jpg,"[878, 28]",933131,ko,황야,"After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.",292.18,https://image.tmdb.org/t/p/original/sdI9ufheNPAKnWLl2hnsZKVk0EG.jpg,2024-01-25,Badland Hunters,False,6.764,556
False,https://image.tmdb.org/t/p/original/ba9TgAO4I8RyA2LljzR3MspHaM9.jpg,"[28, 878, 53]",799155,hi,Attack,"With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?",291.588,https://image.tmdb.org/t/p/original/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,2022-04-01,Attack,False,6.664,168
False,https://image.tmdb.org/t/p/original/8rpDcsfLJypbO6vREc0547VKqEv.jpg,"[878, 12, 28]",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",282.949,https://image.tmdb.org/t/p/original/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,False,7.628,11075
False,https://image.tmdb.org/t/p/original/mmpnUZebJhFXewEUuP7OGM4GuNF.jpg,"[878, 12, 18]",636706,en,Spaceman,"During a research mission, an astronaut discovers that his marriage is in trouble. Luckily, he has the help of a mysterious creature hidden in his ship.",276.577,https://image.tmdb.org/t/p/original/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg,2024-02-23,Spaceman,False,6.766,449
False,https://image.tmdb.org/t/p/original/4HodYYKEIsGOdinkGi2Ucz6X9i0.jpg,"[16, 28, 12, 878]",569094,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",271.704,https://image.tmdb.org/t/p/original/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,Spider-Man: Across the Spider-Verse,False,8.378,6027
False,https://image.tmdb.org/t/p/original/xStFwzqBWDRyUz3BldisuUY7kjW.jpg,"[14, 12, 10770]",885303,it,I viaggiatori,Time jump to 1939 with teenager Max and his friends as they try to navigate Mussolini's Rome and find Max's missing brother.,283.494,https://image.tmdb.org/t/p/original/38N7GRJLu7IWyEdil96YobJ5LWM.jpg,2022-11-21,The Voyagers,False,5.313,40
False,https://image.tmdb.org/t/p/original/8Bc13rrJAylHgc0cDEUBsww1LJ2.jpg,"[10770, 35, 18, 10749]",1034411,en,The Movie Star and the Cowboy,"When city girl and actress, Isabella, lands a dream role as a rancher, the studio sends her to live on a ranch to learn the ropes but she soon discovers the rancher, Hunter, is too busy trying to save his ranch from ruin to help make her dreams come true. Can Isabella find a way to help save the ranch and her starring role?",109.701,https://image.tmdb.org/t/p/original/8nbLEajV2HU79HNuAaO4ll3L5M8.jpg,2023-07-24,The Movie Star and the Cowboy,False,7.0,10
False,https://image.tmdb.org/t/p/original/fvUmnxS9xaUUl0eWygvcA1hPdTV.jpg,"[53, 80, 10770]",801335,en,Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",90.202,https://image.tmdb.org/t/p/original/qmddUxRwbsxHa7oEXm4PWh1KZe8.jpg,2021-02-27,Girl in the Basement,False,7.7,624
False,https://image.tmdb.org/t/p/original/ftGNUJguBLr7c9vy9xqJjiJu7Wj.jpg,"[18, 53, 10770]",814829,en,Evil Stepmom,"Twin sisters set up a dating profile for their dad, but the woman he meets plots to take advantage of wealthy single fathers.",50.471,https://image.tmdb.org/t/p/original/5a6Qw10DGEJ2ZTUu2YKlyE20Flg.jpg,2021-05-28,Evil Stepmom,False,5.8,4
False,https://image.tmdb.org/t/p/original/kB20saHQL6hXyd00vAvHmA7JYLg.jpg,"[16, 10751, 10770, 12, 35, 14]",928833,en,Craig Before the Creek,"Before he was Craig of the Creek, he was just Craig — a new kid in a new town. All Craig wants is to go back to his old friends at his old home. But when he learns that the nearby creek is hiding a lost treasure that could make his wish come true, Craig sets off on a journey to find it — navigating the perilous suburban wilderness, forging new friendships, all while being pursued by a fearsome band of pirates who are bent on destroying the Creek itself.",66.193,https://image.tmdb.org/t/p/original/4gDNAsYbCOP3z4xyM0IhbPl5Rq3.jpg,2023-12-11,Craig Before the Creek,False,7.568,44
False,https://image.tmdb.org/t/p/original/cgUVrqqLdqgxbzkbVOJclwxzoaX.jpg,"[18, 10770]",441168,en,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",65.333,https://image.tmdb.org/t/p/original/pv5n66n3J9DzNeEzGymhQ0q2FcS.jpg,2017-02-11,From Straight A's to XXX,False,5.879,132
False,https://image.tmdb.org/t/p/original/fey7NzJ61KAAVPfUgcpaahW5gZ5.jpg,"[16, 28, 878, 10770]",16237,en,Teen Titans: Trouble in Tokyo,"America's coolest heroes Teen Titans head to Japan as they spring into action when a new threat, the dichromatic ninja Saico-Tek, appears in their city. A chase across the city ensues, ending at Titans Tower. Saico-Tek is interrogated by Robin with the aid of a translation program, and reveals the identity of the one who sent him. The ninja then escapes his bonds and vanishes after destroying a fire sprinkler, and the Titans' only lead is to search for his mysterious master - the shadowy figure known as Brushogun.",60.327,https://image.tmdb.org/t/p/original/4wMlDE1HzkVyYeDKuY1oDOWQlN2.jpg,2006-09-15,Teen Titans: Trouble in Tokyo,False,7.779,365
False,https://image.tmdb.org/t/p/original/u5NQXB6550sRGbs30jc3gDFTqFZ.jpg,"[12, 18, 10770]",2405,en,Joseph,"Joseph, favored son of Jacob and great-grandson of Abraham, is sold into slavery by his jealous brothers. Rising to become prime minister of Egypt. Joseph governed the country during a seven year famine, during which his brothers visit Egypt seeking grain, only to encounter their brother, presumed long dead.",47.91,https://image.tmdb.org/t/p/original/lBscKQzEJY1XF2ReZT2vIGrMQ1k.jpg,1995-04-10,Joseph,False,8.2,183
False,https://image.tmdb.org/t/p/original/vDRcux3EHYluUF1TTi2DcE1K98Q.jpg,"[878, 12, 10770]",55241,en,Meteor Storm,"San Francisco becomes a target for waves of destructive meteors after a rogue comet orbits around the earth... For astronomer, Michelle Young, what was meant to be a once-in-a-lifetime celestial event, soon turns into her worst nightmare as thousands of meteors break the surface of the atmosphere and bombard the city of San Francisco.",46.63,https://image.tmdb.org/t/p/original/aVzlVwal128Q3mtGOBOC9W2XYcH.jpg,2010-01-30,Meteor Storm,False,4.7,57
False,https://image.tmdb.org/t/p/original/96SADhPnkXnVN3KaRKsDeBovLcm.jpg,"[28, 14, 10770]",877703,en,Teen Wolf: The Movie,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",45.149,https://image.tmdb.org/t/p/original/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,2023-01-18,Teen Wolf: The Movie,False,7.548,755
False,https://image.tmdb.org/t/p/original/wdR5kmm6TNrbjxhPG0UYkst4SuD.jpg,"[53, 10770]",718108,en,Birthmother's Betrayal,A woman becomes suspicious when her adopted daughter's birth mother reenters her life and starts to display increasingly erratic behavior.,34.606,https://image.tmdb.org/t/p/original/u71T3LyYSkk8xlQ7j5Ga1vkE1zc.jpg,2020-06-20,Birthmother's Betrayal,False,5.206,17
False,https://image.tmdb.org/t/p/original/w1uvByT4IpTxnMEkkZdWrmPGJMP.jpg,"[35, 18, 10770]",1151649,en,The Appleton Ladies' Potato Race,"Penny returns to her childhood home for the Appleton Show and its 'world famous' potato race, she is outraged that the men's first prize pays out $2,000 and the winning woman's prize is only $200. She is determined to right this wrong.",46.395,https://image.tmdb.org/t/p/original/iz4A8PkWUYSbDUYFa7nXIArQcoU.jpg,2023-07-27,The Appleton Ladies' Potato Race,False,5.7,3
False,https://image.tmdb.org/t/p/original/7VSh4KRB38gs4t4Dlub8GwXNUub.jpg,"[18, 12, 10749, 10770]",115290,en,Blue Lagoon: The Awakening,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,37.969,https://image.tmdb.org/t/p/original/ptsBY9Aqo4Mn0V1krI5s8WfFxzW.jpg,2012-06-16,Blue Lagoon: The Awakening,False,6.463,1360
False,https://image.tmdb.org/t/p/original/wkNv2QLMDRApe6z8dXAZaUeDUZt.jpg,"[35, 10749, 10770]",1061834,en,The Engagement Dress,"When Michelle finally gets to wear the lucky bridesmaid’s dress that has led to all of her friends getting married, she realizes that she’s been looking for love in all the wrong places.",31.886,https://image.tmdb.org/t/p/original/ys4NA1vVCPRqlIba7Ipi0sAv9T6.jpg,2023-11-10,The Engagement Dress,False,6.0,1
False,https://image.tmdb.org/t/p/original/1CbExVP0bgrTshP7DvnDdwqryYL.jpg,"[10751, 14, 878, 10770]",1039960,en,Monster High 2,"As they enter sophomore year at Monster High, Clawdeen Wolf, Draculaura and Frankie Stein face new students, new powers, and an even bigger threat that could not only tear their friendship apart but could change the world forever.",42.016,https://image.tmdb.org/t/p/original/mClrCMfGpOqTSiuCTSK67WZ92x5.jpg,2023-10-05,Monster High 2,False,7.136,59
False,https://image.tmdb.org/t/p/original/p0boFm5Z1HzO6LHMBuLYUM48iVV.jpg,"[10751, 10770, 12, 14]",506574,en,Descendants 3,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,44.372,https://image.tmdb.org/t/p/original/7IRy0iHdaS0JI3ng4ZYlk5gLSFn.jpg,2019-08-02,Descendants 3,False,7.73,1416
False,https://image.tmdb.org/t/p/original/3S3QncaOha9Ss5Mt7VgCaFkRXhr.jpg,"[16, 35, 10751, 14, 10770, 878]",40706,en,Jimmy Timmy Power Hour,"Mayhem reigns supreme in the animated kingdom as whiz kid Jimmy Neutron and Timmy from ""The Fairly Oddparents"" swap places in each other's worlds.",36.87,https://image.tmdb.org/t/p/original/89U691gQZp3IYGpFYo37OvWHlwa.jpg,2004-05-07,Jimmy Timmy Power Hour,False,6.817,60
False,https://image.tmdb.org/t/p/original/wy3ItrIw4DmLFxvFK5LM6FPwdQw.jpg,"[10751, 10402, 12, 35, 14, 10770]",277217,en,Descendants,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",36.63,https://image.tmdb.org/t/p/original/65DkgHPSLVjgr6IYkpY9Aqqqid5.jpg,2015-07-31,Descendants,False,7.117,2211
False,https://image.tmdb.org/t/p/original/wNQpfAZkySbinb93qVwWIWaot1x.jpg,"[10402, 14, 35, 878, 10751, 10770]",809107,en,Z-O-M-B-I-E-S 3,"Zed and Addison are beginning their final year at Seabrook High in the town that’s become a safe haven for monsters and humans alike. Zed is anticipating an athletic scholarship that will make him the first Zombie to attend college, while Addison is gearing up for Seabrook’s first international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, provoking something other than friendly competition.",36.368,https://image.tmdb.org/t/p/original/vqzdv4nArhuZxd7il0boKaVxQMF.jpg,2022-07-09,Z-O-M-B-I-E-S 3,False,7.464,365
False,https://image.tmdb.org/t/p/originalnull,"[18, 10770]",1163,en,The Miracle Worker,"Devoted teacher Anne Sullivan leads deaf, blind and mute Helen Keller out of solitude and helps integrate her into the world.",35.629,https://image.tmdb.org/t/p/original/A0PfwIMM7Mkit0ZoLzspgOWrmsQ.jpg,2000-11-12,The Miracle Worker,False,6.938,32
False,https://image.tmdb.org/t/p/original/mDeUmPe4MF35WWlAqj4QFX5UauJ.jpg,"[28, 27, 53]",1096197,pt,No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,968.007,https://image.tmdb.org/t/p/original/hu40Uxp9WtpL34jv3zyWLb5zEVY.jpg,2024-01-18,No Way Up,False,6.151,281
False,https://image.tmdb.org/t/p/original/u0P5drNyTrZoGyJONPcZGbv1mNP.jpg,"[28, 53]",1124127,en,Air Force One Down,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",810.393,https://image.tmdb.org/t/p/original/nKPoSD4pZ3s3CJ9g3cqWRcQ41TC.jpg,2024-02-09,Air Force One Down,False,6.291,43
False,https://image.tmdb.org/t/p/original/fFdlyeC8qPROUqM8ydR9INXAG17.jpg,"[28, 53]",359410,en,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",1307.152,https://image.tmdb.org/t/p/original/bXi6IQiQDHD00JFio5ZSZOeRSBh.jpg,2024-03-08,Road House,False,7.267,589
False,https://image.tmdb.org/t/p/original/qVrS8bu1B7G1tgLTlCZQi4CFsTh.jpg,"[28, 53, 10752]",969492,en,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",734.629,https://image.tmdb.org/t/p/original/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,2024-01-25,Land of Bad,False,7.12,421
False,https://image.tmdb.org/t/p/original/hIUs8RzKlrzgbWxn2EpWmiTFqCc.jpg,"[878, 53]",870404,en,Meteor,"After a meteor collides into Earth, a lonely rancher and a lost young girl are on the run from vicious mercenaries.",433.388,https://image.tmdb.org/t/p/original/tVMddOS5bi3YPVPgTPlEw0TOWoF.jpg,2021-09-01,Meteor,False,5.418,85
False,https://image.tmdb.org/t/p/original/kSdIVZu7Cv60o9hTbKBzcTrbMX8.jpg,"[28, 53]",984249,en,Ruthless,"A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnap his students for their sex trafficking operation.",459.039,https://image.tmdb.org/t/p/original/4ndp1pnHWRuiZLNpFJvO4Kh6Tav.jpg,2023-12-14,Ruthless,False,6.7,36
False,https://image.tmdb.org/t/p/original/oFS0DgInCdvYRwaPkl3BLpmIuq5.jpg,"[28, 80, 18, 9648, 878, 53]",1013240,id,24 Jam Bersama Gaspar,"With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend.",744.524,https://image.tmdb.org/t/p/original/jSG2fEbYUiQLcA1QfMNDjpnFYJa.jpg,2023-10-06,24 Hours with Gaspar,False,7.0,18
False,https://image.tmdb.org/t/p/original/elH2ZWRHOKpjUNHROvpTCZIvuO7.jpg,"[27, 53]",983526,no,Leave,"A young woman tries to find her origins after having been abandoned as an infant at a cemetery wrapped in a cloth with satanic symbols, but as she gets closer to answers a malevolent spirit is telling her to leave.",332.054,https://image.tmdb.org/t/p/original/aiw8k5wXSCkueUD7eavmnNtaQFO.jpg,2022-10-28,Leave,False,6.011,45
False,https://image.tmdb.org/t/p/original/s9YTxwaByYeoSqugYjJJtZjMRAG.jpg,"[28, 27, 35, 53]",1211483,en,Skal - Fight for Survival,"My name's Arthur, a huge Internet star who's just hit 3 million subs. While in the midst of throwing an epic party to celebrate, the universe had the balls to bring on the effing apocalypse and cut my night short. What was supposed to be a perfect hangover, has turned into an epic fight for survival.",367.843,https://image.tmdb.org/t/p/original/1On8iF3AsFIbpyfZg1xiGWMAFBn.jpg,2023-11-24,Skal - Fight for Survival,False,5.509,55
False,https://image.tmdb.org/t/p/original/xi2pblvQtCnh26SeOYzx1YX3DLT.jpg,"[80, 28, 53]",1227816,en,Red Right Hand,"Cash is trying to live a quiet, honest life in a small Appalachian town. When a vicious crime boss forces him back into her services, he soon learns he's capable of anything -- even killing -- to protect his family and his home.",364.32,https://image.tmdb.org/t/p/original/vfEG79SQIg3p6B8rBLVeIo2BBhb.jpg,2024-02-22,Red Right Hand,False,7.419,68
False,https://image.tmdb.org/t/p/original/ruKNVJFViAyR4jguVboFXTskMOe.jpg,"[53, 28, 27]",1028703,en,The OctoGames,"Eight contestants compete in eight deadly, classic children's games. They seek fame beyond their wildest dreams, competing for the chance to take over the YouTube channel of the famous yet elusive masked content creator known only as ""JaxPro"".",320.748,https://image.tmdb.org/t/p/original/qGz5rffXhegQH5PGUDiObqoOt06.jpg,2022-10-07,The OctoGames,False,5.634,97
False,https://image.tmdb.org/t/p/original/sKdDC38FHuPvEsRgIzMEQE6ydol.jpg,"[53, 27, 18]",714567,ru,#хочувигру,"The story of a girl who, in an attempt to understand the mysterious suicide of her younger sister, embarks on a dangerous game, hoping to stop the curators of the ""death group"" pushing teenagers to suicide.",269.736,https://image.tmdb.org/t/p/original/2TmZ2lgDEYJAFpeUMALRx5NwqK.jpg,2021-10-07,#Blue_Whale,False,6.534,29
False,https://image.tmdb.org/t/p/original/4MCKNAc6AbWjEsM2h9Xc29owo4z.jpg,"[28, 53, 18]",866398,en,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,320.093,https://image.tmdb.org/t/p/original/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,2024-01-08,The Beekeeper,False,7.467,1815
False,https://image.tmdb.org/t/p/original/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,"[28, 80, 53]",385687,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",285.862,https://image.tmdb.org/t/p/original/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,Fast X,False,7.142,4981
False,https://image.tmdb.org/t/p/original/aINel9503ompOlGKn4sIVMg09Un.jpg,"[9648, 27, 53]",838209,ko,파묘,"After tracing the origin of a disturbing supernatural affliction to a wealthy family's ancestral gravesite, a team of paranormal experts relocates the remains—and soon discovers what happens to those who dare to mess with the wrong grave.",265.975,https://image.tmdb.org/t/p/original/pQYHouPsDw32FhDLr7E3jmw0WTk.jpg,2024-02-22,Exhuma,False,8.258,31
False,https://image.tmdb.org/t/p/original/ba9TgAO4I8RyA2LljzR3MspHaM9.jpg,"[28, 878, 53]",799155,hi,Attack,"With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?",251.014,https://image.tmdb.org/t/p/original/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,2022-04-01,Attack,False,6.664,168
False,https://image.tmdb.org/t/p/original/cIHFTyIf0LjRzjSnwtCAGzwTOKK.jpg,"[28, 53]",931642,en,Lights Out,"A drifting ex-soldier turns underground fighter with the help of a just-released ex-con, pitting him against corrupt cops and hired killers now gunning for him and all those he cares about.",223.381,https://image.tmdb.org/t/p/original/gCOSDDyN0qA8rGoVwsZc72v3RuZ.jpg,2024-02-16,Lights Out,False,7.0,71
False,https://image.tmdb.org/t/p/original/7I6VUdPj6tQECNHdviJkUHD2u89.jpg,"[28, 53, 80]",603692,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",229.045,https://image.tmdb.org/t/p/original/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,False,7.745,5742
False,https://image.tmdb.org/t/p/original/inJjDhCjfhh3RtrJWBmmDqeuSYC.jpg,"[28, 878, 53]",399566,en,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",259.0,https://image.tmdb.org/t/p/original/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,2021-03-24,Godzilla vs. Kong,False,7.629,9450
False,https://image.tmdb.org/t/p/original/oijKQd7jcaAwq3aLoUiGo1abeV3.jpg,"[53, 27, 878]",949697,th,The One Hundred,"A quarantine hotel where overseas travellers stay in isolation to curb the spread of a contagious virus, but they soon become prey to a strange breed of a 100-legged monster.",166.388,https://image.tmdb.org/t/p/original/o89snIeueVAH0m56vM15v0RjpEz.jpg,2022-10-06,The One Hundred,False,5.182,11
False,https://image.tmdb.org/t/p/original/qVrS8bu1B7G1tgLTlCZQi4CFsTh.jpg,"[28, 53, 10752]",969492,en,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",734.629,https://image.tmdb.org/t/p/original/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,2024-01-25,Land of Bad,False,7.12,421
False,https://image.tmdb.org/t/p/original/2C3CdVzINUm5Cm1lrbT2uiRstwX.jpg,"[28, 14, 10752]",856289,zh,封神第一部：朝歌风云,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",641.493,https://image.tmdb.org/t/p/original/kUKEwAoWe4Uyt8sFmtp5S86rlBk.jpg,2023-07-20,Creation of the Gods I: Kingdom of Storms,False,7.267,129
